"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","CauseCat","signal","mopera","adjunct1","adjunct2","adjunct3","subdiv"
,"09","03","CSX","000057954",,,"","","09","03","CSX","000057954",,"","09","03","17",3.00,0.00,"AM","04",10.00,0.00,0.00,0.00,"FLORENCE","RICHMOND","0003.0","51",40.00,"4","3","004","E","Q439","2",5872.00,"1","Y","HERMITAGE LEAD","1","0000.0","2","CIGX","800317","004","N","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55432.00,0.00,"H099","",0.00,0.00,0.00,0.00,"H099","2","1","004",59932.00,,"51C760",0.00,"000000",0.00,"1","0","1","0","03","50","03","50","1","2",,"1L",,"FLOREN","N",447.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"RICHMOND","760","","","","N","",,"Q43914 DEPARTING OUT OF THE #3 SWITCH ONTO THE #3 MAIN LINE, AT WHICH TIME HE RECEIVED A READING ON","HIS OCU BOX RESULTING IN AN EMERGENCY APPLICATION OF HIS TRAIN. FOREMAN HAD HOLD OF 38 CARS, 4026 TO","NS WITH SINGLE LOCOMOTIVE STOPPED ON A .65% GRADE THE RELEASE OF THE TRAIN BRAKES PULLED THE LOCOMOT","IVE BACK ALONG WITH THE 39 CARS THUS COLLIDING WITH THE Q439 TRAIN PULLING OUT DUE TO AIR BRAKES BLE","EDING OFF AND NOT SUFFICIENT TO STOP THE TRAIN.","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","CSX","000058033",,,"","","09","03","CSX","000058033",,"","09","03","17",2.00,5.00,"AM","01",0.00,0.00,0.00,0.00,"CHICAGO","HAMLER","0069.0","39",37.00,"4","1","039","R","T909","4",16305.00,"1","Y","MAIN 1","4","0116.2","1","ISGX","003002","070","Y","ISGX","003002","070","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,179487.00,180000.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","4","039",359487.00,,"39C069",0.00,"000000",0.00,"1","0","1","0","08","50","08","50","1","2",,"1L",,"CHICAG","E",150.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"HENRY","069","","","","N","",,"T90915 TRAVELING WEST. TRAIN WENT INTO EMGERNECY AND FOUND 21 CARS DERAILED IN GENERAL PILE. INVESTI","GATION FOUND CAR 70 ISGX 3002 WITH BURNED JOURNAL.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","CSX","000058079",,,"","","09","03","CSX","000058079",,"","09","03","19",10.00,47.00,"AM","12",0.00,0.00,0.00,0.00,"JACKSONVILLE","WAYCROSS","0587.0","13",75.00,"2","1","013","R","","4",0.00,"6","N","B17","1","0000.0","2","FURX","850700","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35348.00,0.00,"M407","",0.00,0.00,0.00,0.00,"M407","2","1","016",35404.00,,"13C229",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"JACKSO","N",197.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"PIERCE","229","","","","N","",,"Y29019 COUPLING TRACK B17 IN BOWL FOUND FURX 850700 WITH DAMAGE TO B-END ACCOUNT STRUCK BY CUT OF TW","O CARS OVER SPEED DUE TO CONTAMINATION ON WHEELS DURING NORMAL HUMPING OPERATIONS. NO DERAILMENT.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","CSX","000059256",,,"","","09","03","CSX","000059256",,"","09","03","25",3.00,39.00,"AM","01",0.00,0.00,0.00,0.00,"ATLANTA","BIRMINGHAM","0394.2","01",65.00,"4","3","017","R","U240","2",3500.00,"1","Y","#1 MAIN","2","0093.3","1","CITX","400219","059","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,30562.00,22500.00,"H999","",0.00,0.00,0.00,0.00,"H999","1","2","017",53062.00,,"01C073",0.00,"000000",0.00,"1","0","1","1","04","54","04","54","1","3",,"1L",,"ATLANT","E",608.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","073","","","","N","",,"U23920 TRAVELING NORTH FROM MOBILE PULLED INTO #1 ALICE TRACK IN ORDER TO RUN AROUND THEIR TRAIN. TH","E CONDUCTOR FOUND A HANDBRAKE APPLIED ON A CAR AROUND 60 DEEP IN THE TRAIN AS IT PULLED BY HIM. THE","CAR HAD WHEEL TREAD BUILD UP ON ALL WHEELS. THE TRAIN THEN CHANGED PROFILES AND WAS CALLED TO MOVE S","OUTH TOWARDS THE COAL MINE TO LOAD. U24024 OUTBOUND CREW DID NOT KNOW OF THE SEVERITY OF THE WHEEL T","READ BUILD-UP AND DERAILED CARS. INVESTIGATING TEAM DETERMINED THAT TRAINMASTERS DECISION TO MOVE TH","E CAR TO BESSEMER WITHOUT HAVING THE CAR INSPECTED BY A QUALIFIED MECHANICAL EMPLOYEE CAUSED THE DER","AILMENT.","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","CSX","000059273",,,"","","09","03","CRSH","054402",,"","09","03","27",2.00,10.00,"AM","01",0.00,0.00,0.00,0.00,"BALTIMORE","CAMDEN","0003.0","34",46.00,"4","1","009","R","V871","2",7500.00,"1","Y","10 RUNNING","1","0000.0","2","CSXT","834635","074","Y","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,9500.00,0.00,"T112","",0.00,0.00,0.00,0.00,"T110","2","1","009",10500.00,,"34C007",0.00,"000000",0.00,"1","0","1","0","10","10","10","10","2","1",,"1L",,"BALTIM","N",99.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"CAMDEN","007","","","","N","",,"V87117 DERAILED THE LAST TWO CARS IN HIS TRAIN WHILE PULLING THROUGH PAVONIA YARD DUE TO WIDE GAGE.","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","CSX","000059344",,,"","","09","03","CSX","000059344",,"","09","03","30",12.00,15.00,"PM","04",4.00,1.00,0.00,0.00,"JACKSONVILLE","MULBERRY","0866.0","12",78.00,"2","1","005","E","O619","1",5094.00,"1","Y","LOOP TRACK","1","0000.0","2","GATX","001973","032","Y","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,60.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,65800.00,0.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","005",70350.00,,"12C105",0.00,"000000",0.00,"1","0","1","0","06","15","06","15","3","3",,"1L",,"JACKSO","LN",93.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"POLK","105","00","00","","N","",,"WHILE MAKING AN ENGINE LITE MOVE, O80230 SHOVED INTO THE SIDE OF THE O61930 DERAILING 4 CARS.","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","05","CSX","000063899",,,"","","09","05","CSX","000063899",,"627561Y","09","05","20",1.00,32.00,"AM","07",0.00,0.00,0.00,0.00,"JACKSONVILLE","FROSTPROOF","0847.5","12",79.00,"4","2","048","R","O712","1",2500.00,"1","Y","SINGLE MAIN TRACK","4","0010.9","1","CONX","003019","025","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,65381.00,45000.00,"M308","",1.00,1.00,1.00,1.00,"M308","1","4","048",110381.00,,"12C105",1.00,"000000",1.00,"1","0","1","0","05","30","05","30","1","3",,"1L",,"JACKSO","E",299.00,,"2009",0.00,0.00,0.00,0.00,1.00,1.00,"POLK","105","","","","N","",,"AUTOMOBILE STRUCK 25TH CAR IN TRAIN O71229 AT SOUTH END OF WEST FROSTPROOF ON HWY 98, CAUSING REAR T","HREE CARS OF TRAIN TO DERAIL. DRIVER AND OCCUPANT OF VEHICLE WERE INJURED. PROTECTION ALSO AT CROSSI","NG: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS). VEHICLE SPEED IS UNKNOWN.","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","BNSF","GC0309113",,,"","","09","03","BNSF","GC0309113",,"","09","03","26",6.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","LONGVIEW","","48",70.00,"3","2","008","R","RGFC","2",0.00,"7","Y","3401","1","","2","BNSF","407989","032","Y","BNSF","407989","032","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,25485.00,10000.00,"E40C","",0.00,0.00,0.00,0.00,"E40C","2","1","008",35485.00,,"48C183",0.00,"000000",0.00,"2","0","1","1","","50","","50","1","5",,"1L",,"GULF","L",84.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"GREGG","183","","","","N","",,"R-GFC0021-26G WAS PULLING CUT OF CARS FROM TRACK TO SWITCH WHEN DERAILMENT OCCURRED.","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","01","GCSR","0112092",,,"","","09","01","GCSR","0112092",,"","09","01","12",5.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","BRADY","60","48",54.00,"3","1","015","E","3080","4",0.00,"1","Y","MAIN","","","1","BN","462229","002","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,19.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,10000.00,10000.00,"T102","H101",0.00,0.00,0.00,0.00,"T102","1","","015",20000.00,,"48C307",0.00,"000000",0.00,"1","0","0","0","07","30","","","1","5",,"3L",,"SYSTEM","IL",268.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"MCCULLOCH","307","01","00","","N","",,"TRAIN PASSES OVER A 4"" CROSSLEVEL AT EXCESSIVE SPEED (15 MPH) CAUSED A END SET OF TRUCKS TO DERAIL.","TRAIN WAS THEN DRAGGED CLOSE TO 1/2 MILE TO BRIDGE 59.7 CAUSING BRIDGE FAILURE RESULTING IN DERAILM","ENT OF 5 MORE CARS INCLUDED 4 LOADED COVERED HOPPERS ON THEIR SIDES.","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
,"09","03","MRL","2009036",,,"","","09","03","MRL","2009036",,"","09","03","25",3.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","MISSOULA","132.","30",32.00,"2","2","010","E","RMRL","4",2450.00,"1","Y","SCHILLING LEAD","1","41.9","4","BNSF","760908","026","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,15.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,14905.00,1250.00,"T110","",0.00,0.00,0.00,0.00,"T110","4","1","010",16155.00,,"30C063",0.00,"000000",0.00,"2",,"2",,"06","","06","","1","8",,"3L",,"SYSTEM","N",48.00,,"2009",0.00,0.00,0.00,0.00,0.00,0.00,"MISSOULA","063","","","","N","",,"WIDE GAUGE AT PRIVATE CROSSING CAUSED DERAILMENT","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,,""
