"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"03","09","UP","0903WH008",,,,,"03","09","UP","0903WH008",,,"03","09","12",5.00,55.00,"AM","01",0.00,0.00,0.00,0.00,"WICHITA","MAYFLOWER","365.0","05",60.00,"4","3","020","E","CATG","2",17343.00,"1","Y","SINGLE MAIN","2","050.93","1","RWSX","094089","031","Y","RWSX","094089","031","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,877.00,191705.00,"E46C",,0.00,0.00,0.00,0.00,"E46C","1","2","020",192582.00,,"05C045",0.00,"000000",0.00,"1","1","1","0","07","40","07","40","1","5",,"1L",,"WICHIT","JN",146.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"FAULKNER","045","","","","N",,,"CATGP-09 GOING THRU SIDING AT MAYFLOWER, CAR PICKED UP POINT OF NORTH SWITCH DERAILING A LOAD OF COA","L.  MEETING TRAIN TOLD ENGINEER TO STOP TRAIN.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","09","IAIS","10574",,,,,"03","09","IAIS","10574",,,"03","09","05",5.00,20.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","BROOKLYN","286.6","19",80.00,"2","1","010","R","CBBI","4",0.00,"6","Y","BROOKLYN SIDING","1",,"3","IAIS","007439","046","Y",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,39630.00,25000.00,"T103",,0.00,0.00,0.00,0.00,"T103","3","1","010",64630.00,,"19C157",0.00,"000000",0.00,"1","0","1","0","02","20","02","20","1","6",,"3L",,"SYSTEM","E",165.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"POWESHIEK","157","","","","N",,,"CREW TOOK LEAD 56 CARS TO SHOVE INTO SIDING.  CREW SHOVED 10 PAST THE SWITCH, THEN THE 11TH CAR CAME","OFF AT THE SWITCH, DERAILING THAT CAR, PLUS THE TRAILING TWO(2).","","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","09","UP","0903HO025",,,,,"03","09","BNSF","GC0903119",,,"03","09","26",4.00,8.00,"AM","01",17.00,0.00,0.00,0.00,"HOUSTON","ALGOA","24.5","48",75.00,"4","2","020","E","MEWB","2",5768.00,"1","Y",,,,,"DUPX","038164","111","N","DUPX","038164","111","N",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,88.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,8745.00,0.00,"H019","E67C",0.00,0.00,0.00,0.00,"H019","1","3","020",21745.00,,"48C167",0.00,"000000",0.00,"1","0","1","0","07","08","07","08","1","5",,"1L",,"HOUSTO","E",230.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"GALVESTON","167","","","","N",,,"UP'S MEWBL-25 WENT THRU E X-OVER FROM TRK 2 TO 1 ON BNSF TRK AND DUPX 38164 DERAILED FROM TREAD BUIL","D-UP, DERAILING DUPX38441/DUPX38166.  AN UNKNOWN CARMAN DIDN'T RELEASE HANDBRAKE.  BNSF EST DAMAGE T","RK = $3,000/ SIGNAL = $10,000.","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","11","UP","1103LA012",,,,,"03","11","UP","1103LA012",,,"03","11","10",9.00,0.00,"PM","01",25.00,0.00,0.00,0.00,"LOS ANGELES","SANTA FE SPRINGS","7.3","06",65.00,"4","1","003","E","MWCD","3",5700.00,"7","Y","SINGLE MAIN","2","003.41","1","TILX","058191","039","Y",,,"000",,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,13.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,43400.00,35000.00,"H701",,0.00,1.00,0.00,1.00,"H701","1","2","003",78400.00,,"06C037",1.00,"000000",0.00,"1","0","1","0","10","15","10","15","1","7",,"1L",,"LOS AN","J",145.00,,"2003",0.00,1.00,0.00,0.00,0.00,0.00,"LOS ANGELES","037","00","00","","N",,,"MWCDO-09 SWITCHING WHEN CONDUCTOR SUSTAINED AN INJURY, SO DECIDED TO SECURE TRAIN.  SPRING SWITCH WA","SN'T CLEARED BEFORE REVERSING DERAILING CARS.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","06","ALS","062303",,,,,"03","06","ALS","062303",,,"03","06","23",9.00,0.00,"PM","04",0.00,0.00,0.00,0.00,"SYSTEM","EAST ST LOUIS","3.4","17",80.00,"4","1","004","E","4PM","1",0.00,"8","Y","006","2",".","2","UP","008968","001","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,582.00,"H307",,0.00,0.00,0.00,0.00,"H307","2","2","008",14082.00,,"17C163",0.00,"000000",0.00,,"0","1","1",,,"05",,"1","4",,"3S",,"SYSTEM","LMN",86.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"ST CLAIR","163","","","","N",,,"4PM TRIM JOB WAS LEAVING TRACK 006 AND STRUCK SIDE OF TRANSFER JOB ENTERING TRACK 008.","","","","","","","","","","","","","","","3",,,,,,,,
,"03","06","ALS","062303",,,,,"03","06","ALS","062303",,,"03","06","23",9.00,0.00,"PM","04",0.00,0.00,0.00,0.00,"SYSTEM","EAST ST LOUIS","3.4","17",80.00,"4","1","008","E","230","1",0.00,"7","Y","006","2",,"2","CN","710711","003","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,8500.00,0.00,"H307",,0.00,0.00,0.00,0.00,"H307","2","2","008",14082.00,,"17C163",0.00,"000000",0.00,"1","0","1","0","06","30","06","30","3","4",,"3S",,"SYSTEM","LMN",100.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"ST CLAIR","163","","","","N",,,"230 TRANSFER WAS ENTERING TRACK 008 WHEN SIDE OF TRAIN WAS STRUCK BY 4PM TRIM JOB LEAVING TRACK 006.","","","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","11","UP","1103LA036",,,,,"03","11","UP","1103LA036",,,"03","11","30",11.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"LOS ANGELES","POMONA","517.0","06",41.00,"4","1","012","R","LOH4","2",1890.00,"7","Y","SINGLE MAIN","4","041.00","1","CP","218198","035","Y","CP","218198","035","Y",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,61155.00,132000.00,"E07C",,0.00,0.00,0.00,0.00,"E07C","1","4","012",193155.00,,"06C071",0.00,"000000",0.00,"1","0","1","1","04","30","04","30","1","7",,"1L",,"LOS AN","N",110.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"SAN BERNARDINO","071","","","","N",,,"LOH48-30 ENTERING CHINO BRANCH DERAILED IN TURN AFTER RUNNING OVER BRAKE RIGGING.  CAR CP218198 WAS","DESTROYED.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","09","UP","0903LV017",,,,,"03","09","UP","0903LV017",,,"03","09","24",8.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"LIVONIA","LIVONIA","114.8","22",75.00,"3","1","017","E","QAVN","1",11122.00,"1","Y","SINGLE MAIN","4","040.15","1","UPFE","458516","091","N","UPFE","458516","091","N",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00,0.00,18.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4299.00,40054.00,"E07C",,0.00,0.00,0.00,0.00,"E07C","1","4","017",44353.00,,"22C077",0.00,"000000",0.00,"1","0","1","0","03",,"03",,"1","5",,"1L",,"LIVONI","E",223.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"POINTE COUPEE","077","","","","N",,,"QAVNL DEPARTING WHEN BRAKE BEAM BROKE CAUSING BRAKE RIGGING TO DRAG; CAUGHT CENTER CROSSING PLANKS,","DRAGGED THEM FOR APPROX. 3/4 MILE PRIOR TO DERAILING 3 CARS.  UPFE463135, A REEFER CAR, LEAKED 5-10","GALLONS OF DIESEL FUEL.","","","","","","","","","","","","","0",0.00,0.00,,,,,,
,"03","06","ALS","063003",,,,,"03","06","ALS","063003",,,"03","06","30",6.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","EAST ST LOUIS","4","17",80.00,"2","1","007","E","1159","1",0.00,"1","Y","ST LOUIS HORN","2",,"2","MP","368145","066","N","MP","368145","066","N",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,61.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,21200.00,6076.00,"E46C",,0.00,0.00,0.00,0.00,"E46C","2","2","007",27276.00,,"17C163",0.00,"000000",0.00,"1","0","1","0","06","31","06","31","1","4",,"3S",,"SYSTEM","LMN",85.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"ST CLAIR","163","","","","N",,,"1159 TRANSFER JOB DERAILED 3 CARS IN THE ST.  LOUIS HORN ACCOUNT STIFF TRUCK BOLSTER.","","","","","","","","","","","","","","","0",,,,,,,,
,"03","08","ALS","081503",,,"","","03","08","ALS","081503",,"","03","08","15",2.00,3.00,"AM","12",0.00,0.00,0.00,0.00,"SYSTEM","EAST ST LOUIS","3.2","17",74.00,"4","1","004","E","1130","1",0.00,"7","Y","020","2",".","2","UP","091342","001","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,414.00,"M408","",0.00,0.00,0.00,0.00,"M408","2","2","004",10664.00,,"17C163",0.00,"000000",0.00,"1","0","1","0","02","33","02","33","3","4",,"3S",,"SYSTEM","LMN",165.00,,"2003",0.00,0.00,0.00,0.00,0.00,0.00,"ST CLAIR","163","","","","N","",,"1130 TRIM #1 WAS PULLING TRACK 015 UP WEST ON THE LEAD WHEN A CUT OF CARS ROLLED OUT OF TRACK 020 IN","TO THE SIDE OF TRAIN ON LEAD AND DERAILED ONE CAR FROM TRACK 020.","","","","","","","","","","","","","","3",0.00,0.00,,,,,,
