"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"02","01","BNSF","GC0102113",,,,,"02","01","BNSF","GC0102113",,,"02","01","23",4.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","TEAGUE",,"48",65.00,"2","1","006","E","RGFC","4",3053.00,"1","Y","110","1",,"2","CAGY","008263","029","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,6.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,4577.00,25000.00,"T207",,0.00,0.00,0.00,0.00,"T207","2","1","006",47109.00,,"48C161",0.00,"000000",0.00,"1","0","1","1","09","15","09","15","3","5",,"1",,,"J",225.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"FREESTONE","161",,,,"N",,,"TRAIN R-GFC8151-23 WAS SHOVING 29 CARS INTO TRACK 110 WHEN 5 CARS DERAILED AND AS A RESULT STRUCK A","STANDING CUT OF CARS ON TRACK 109.  CAUSE DETAIL FRACTURE FROM SHELLING OR HEAD CRACK.  NO HAZARDOUS","MATERIALS WERE RELEASED.",,,,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","GC0102114",,,,,"02","01","UP","0102HO027",,,"02","01","23",4.00,15.00,"PM","01",6.00,0.00,0.00,0.00,"GULF","HOUSTON","232.2","48",65.00,"2","2","018","R","MHOU","1",2524.00,"1","Y","HOUSTON WEST BELT MA","2",,"1","FINX","050132","023","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,12.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,56484.00,0.00,"T299",,0.00,0.00,0.00,0.00,"T299","1","2","018",82128.00,,"48C201",0.00,"000000",0.00,"1","0","1","1","01","45","01","45","1","5",,"1",,,"E",715.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201",,,,"N",,,"TRAIN M-HOUFTW1-23 WAS TRAVELING NORTHBOUND ON MAIN TRACK 1 ON THE HOUSTON WEST BELT SUBDIVISION (UP","RR).  THEY WERE ON AN APPROACH SIGNAL COMING INTO THE INTERLOCKING AT TOWER 26.  AS THEY ROUNDED THE","CURVE THEY OBSERVED A CLEAR SIGNAL FOR THE INTERLOCKING AND PROCEED NORTH.  SHORTLY AFTER TRAVELING","THROUGH THE INTERLOCKING THE TRAIN WENT INTO EMERGENCY AND CAME TO STOP.  UPON INSPECTION OF THE TR","AIN THE BRAKEMAN NOTICED THAT THE 21ST CAR (FINX 50132) HAD DERAIL.  NO HAZARDOUS MATERIALS RELEASED",".  CAUSE OTHER RAIL AND JOINT BAR DEFECTS.  UPRR GROUND TRACK AND RELEASED BEFORE RAIL PROPERLY FACE","D.  LIGHT CAR WENT INTO CURVATURE OF TRACK AND WHEEL FLANGE BIT INTO ROUGH RAIL FACE CAUSING WHEEL L","IFT DERAILMENT.",,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","KS0102101",,,,,"02","01","BNSF","KS0102101",,,"02","01","05",3.00,20.00,"AM","01",6.00,2.00,0.00,0.00,"KANSAS","AMARILLO S YARD",,"48",25.00,"4","2","002","E","YAMS","3",0.00,"7","Y","LEAD","1",,"2","CELX","060030","003","Y",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,136614.00,0.00,"H306",,0.00,0.00,0.00,0.00,"H306","2","1","006",310817.00,,"48C375",0.00,"000000",0.00,"1","0","1","1","03","21","03","21","3","5",,"1",,"KANSAS","L",562.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"POTTER","375","0","00",,"N",,,"Y AMA0404 04, COUPLED CARS IN TRACK 115 IN ORDER TO MAKE MORE ROOM IN THE TRACK.  THEY ENDED UP FOUL","ING THE LEAD AND IN THE PROCESS, RAN INTO A CUT OF CARS WHICH YARD JOB Y AMA 0302 04 WAS SHOVING EAS","TWARD DOWN THE LEAD AND INTO TRACK 119.  THEY PROVIDED NO PROTECTION FOR THEMSELVES ON THE OPPOSITE","END.  THERE WERE A TOTAL OF 11 CARS INVOLVED WITH 6 DERAILED AND 5 CARS SIDESWIPED.  SWITCHES 15, 16","AND 17 WERE ALSO DAMAGED ALONG WITH ABOUT 200 FEET OF RAIL.  CAUSE ABSENCE OF MAN ON OR AT LEADING","END OF SHOVING MOVEMENT.  NO HAZARDOUS MATERIALS WERE RELEASED.",,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","KS0102123","02","01","UP","0102WH022","02","01","BNSF","KS0102123",,,"02","01","30",3.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"KANSAS","AMARILLO",,"48",15.00,"2","5","000",,,,0.00,,,"910","1",,"4",,,"000",,,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79005.00,"H505","E64C",0.00,0.00,0.00,0.00,"H505","4","1","003",80226.00,,"48C375",0.00,"000000",0.00,,,,,,,,,"1","5",,"1",,"KANSAS",,351.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"POTTER","375",,,,,,,"UNION PAC. RR CREW ON F-GSMLA0-27 WAS SPOTTING GRAIN AT DEBRUCE ELEVATOR WHILE HANDLING 99 LOADED CA","RS.  THEY SPOTTED 17 PULLING OUT 25 CAR LENGTHS AND BEGAN TO SHOVE BACK INTO THE INDUSTRY.  THEY WEN","T INTO EMERGENCY AND DISCOVERED 6 LOADED GRAIN HOPPERS ON THE GROUND.  CAUSES LATERAL DRAWBAR FORCE","ON CURVE EXCESSIVE, TRAIN HANDLING AND WORN FLANGE.",,,,,,,,,,,,,0.00,0.00,,,,,,
"K","02","01","ATK","072029",,,,,"02","01","UP","0102RS044",,,"02","01","29",12.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"PAC","OAKLAND","0005.0","06",32.00,"4","1","002","R","2002","2",0.00,"8","Y","TRK #8","1","000000","2","ATK","002002","001",,,,"000",,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,"T113",,0.00,0.00,0.00,0.00,"T113","2","1","002",11500.00,,"06C001",0.00,"000000",0.00,"1","0","1","1","02","15","02","15","1","7",,"1L",,,"N",58.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"ALAMEDA","001",,,,"N",,,"LOCOMOTIVE 2002 DERAILED AT UP DIESEL SHOP IN OAKLAND, CA.",,,,,,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","AZER","2002JAN05",,,,,"02","01","AZER","2002JAN05",,,"02","01","30",3.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","BYLAS","1167.8","04",50.00,"4","2","010","E","2503","3",5430.00,"1","Y",,"1",,"1","GVSR","213000","007","Y",,,"000",,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,25.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,11226.00,8000.00,"T202",,0.00,0.00,0.00,0.00,"T202","1","1","010",19226.00,,"04C009",0.00,"000000",0.00,"1","0","1","0","09","15","09","15","1","7",,"3L",,"SYSTEM","L",92.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"GRAHAM","009",,,,"N",,,"RAIL BROKE UNDER TRAIN, INITIAL CAR TRAVELED 100FT ON THE GROUND.  TWO CARS TURNED ON SIDES.",,,,,,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","GC0102118",,,,,"02","01","BNSF","GC0102118",,,"02","01","31",3.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","WADSWORTH","80.0","48",58.00,"2","2","008","E","RGFC","3",1817.00,"1","Y","MAIN","1","001.32","1","EQUX","631283","035","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,110602.00,54000.00,"T205","T110",0.00,0.00,0.00,0.00,"T205","1","1","008",164602.00,,"48C321",0.00,"000000",0.00,"1","0","1","1","06","45","06","45","1","5",,"1",,,"I",229.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"MATAGORDA","321",,,,"N",,,"TRAIN R-GFC0271-31 REPORTED STOPPED INTO EMERGENCY AT MP 80.  INSPECTION REVEALED 4 LOADS OF PLASTIC","DERAILED WITH 3 OF THE CARS ON THEIR SIDES.  INDICATIONS REVEAL WEAK TIE CONDITION CAUSED RAIL TO S","PREAD AND LEAD TO DERAILMENT.",,,,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","CH0102110",,,,,"02","01","BNSF","CH0102110",,,"02","01","14",7.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"CHICAGO","MONTGOMERY",,"17",35.00,"4","3","006","E","YMGM","4",0.00,"7","Y","3931","1",,"4","CP","319209","010","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,2.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,114500.00,12000.00,"M405",,0.00,0.00,0.00,0.00,"M405","4","1","006",126500.00,,"17C089",0.00,"000000",0.00,"1","0","1","1","03","50","03","50","1","4",,"1",,"CHICAG","N",478.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"KANE","089","0","00",,"N",,,"Y MGM2021 14A WITH 16 CARS HAD SHOVED 8 CARS IN HOME DEPOT TRACK 3933 WITH TWO FOUR AXLE LOCOMOTIVES","2161 AND 2933, WHEN THE CP 319209'S TRAILING END, THE A-END, DERAILED APPROXIMATELY 150'  PRIOR TO","THE SWITCH.  THE MOVEMENT CONTINUED APPROXIMATELY 2 CAR LENGTHS AND STOPPED WHEN THE CP319209 STRUCK","A WOODEN ROAD CROSSING AND TURNED OVER.  THE TRAILING FIVE CARS TURNED OVER ACCOUNT OF SHELF COUPLE","RS.  CAUSE INTERACTION OF LATERAL/VERTICAL FORCES (INCLUDES HARMONIC ROCK OFF).",,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","BNSF","CH0102113",,,,,"02","01","BNSF","CH0102113",,,"02","01","19",9.00,35.00,"PM","01",0.00,0.00,0.00,0.00,"CHICAGO","BEARDSTOWN",,"17",30.00,"4","2","010","R","MGAL","4",4620.00,"1","Y","1704","1",,"2","BNSF","004878","001",,,,"000",,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,98945.00,4500.00,"T113",,0.00,0.00,0.00,0.00,"T113","2","1","010",103445.00,,"17C017",0.00,"000000",0.00,"1","0","1","1","01","25","01","25","1","4",,"1",,"CHICAG","N",249.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"CASS","017",,,,"N",,,"OUTBOUND CREW ON M-GALMAD1-19 WAS DOUBLING TRACK 1704 (35 LOADS OF GRAIN) TO TRACK 1709 TO MAKE UP T","RAIN.  CREW WAS MOVING TRACK 1704 WESTWARD WHEN LEAD UNIT 4878, TRAILING UNIT 4746 AND HEAD CAR BNSF","450218 DERAILED DUE TO WIDE GAUGE AT #9 TURNOUT.",,,,,,,,,,,,,,0.00,0.00,,,,,,
,"02","01","ARR","01014",,,,,"02","01","ARR","01014",,,"02","01","27",3.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","HEALY","359","02",10.00,"2","6","005","E",,"1",1790.00,"6","N","EAST 1","1","6  .","3","ARR","016214","001","N",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,15750.00,2000.00,"M105",,0.00,0.00,0.00,0.00,"M105","3","1","005",17750.00,,"02C068",0.00,"000000",0.00,,,,,,,,,"1","8",,"3L",,"SYSTEM","L",275.00,,"2002",0.00,0.00,0.00,0.00,0.00,0.00,"DENALI","068",,,,"N",,,"CARS WERE SET OUT ON EAST 1 TRACK ON 1/22/02.  STRONG WIND WAS EXPERIENCED ON 1/27/02 AND CARS WERE","OBSERVED TO HAVE MOVED AT ABOUT 3:00PM.  THE ENTIRE CUT OF 66 CARS MOVED 1600 FEET NORTH.  13 CARS D","ERAILED, HOWEVER, 8 CARS RERAILED THEMSELVES ON THE SUNTRANA BRANCH SWITCH.",,,,,,,,,,,,,,0.00,0.00,,,,,,
