"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"06","10","BNSF","GC1006117",,,,,"06","10","BNSF","GC1006117",,,"06","10","31",5.00,10.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","LAFAYETTE",,"22",70.00,"2","1","005","E","YLAL","3",0.00,"7","Y","121","1",,"2","FURX","007250","003",,,,"000",,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,9234.00,2500.00,"T311",,0.00,0.00,0.00,0.00,"T311","2","1","005",11734.00,,"22C055",0.00,"000000",0.00,"1","0","1","1","02","40","02","40","1","5",,"1L",,"GULF","N",241.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"LAFAYETTE","055","","","","N",,,"JOB SHOVING 8 CARS INTO 121 TRACK DERAILED TWO CARS AND TWO ENGINES JUST EAST OF 121 SWITCH.  SWITCH","POINT WAS RAISED 1 INCH AND GAPPED UNDER LOAD RESULTING IN LOADED PLASTIC CAR BEING THE FIRST CAR T","O DERAIL.  NO HAZARDOUS MATERIALS LEAKING","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","03","BNSF","CH0306102",,,,,"06","03","BNSF","CH0306102",,,"06","03","07",3.00,30.00,"AM","01",22.00,0.00,0.00,0.00,"CHICAGO","JOLIET",,"17",31.00,"4","1","005","R","YJOL","3",0.00,"7","Y","3704","1",,"2","RTMX","580090","005","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,32.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,8799.00,500.00,"M405",,0.00,0.00,0.00,0.00,"M405","2","1","005",9299.00,,"17C197",0.00,"000000",0.00,"1","0","1","1","11","31","11","31","1","4",,"1L",,"CHICAG","N",286.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"WILL","197","00","00","","N",,,"Y JOL202 PULLING IN WITH 56 CARS DERAILED THE CARS WHEN COMING OFF TRACK 3704 BEFORE MAKING DOUBLE T","O TRACK 3707.  BACKMARK SCRAPINGS ON SWITCH POINT 3704.  HOWEVER, ACCORDING TO TAPE, CREW DID NOT MA","KE REVERSE MOVEMENT.  SWITCH WAS LINED FOR THEIR MOVEMENT BY SWITCH POINT OBSERVATION.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","03","BNSF","CH0306108",,,,,"06","03","BNSF","CH0306108",,,"06","03","28",9.00,55.00,"AM","01",3.00,3.00,0.00,0.00,"CHICAGO","JOLIET",,"17",45.00,"2","2","010","R","YJOL","3",0.00,"7","Y","3709","1",,"2","UTLX","500141","015","N",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,10.00,0.00,0.00,2.00,0.00,4.00,0.00,0.00,137009.00,4000.00,"T220",,0.00,0.00,0.00,0.00,"T220","2","1","010",141009.00,,"17C197",0.00,"000000",0.00,"1","0","2","1","03","25","03","25","1","4",,"1L",,"CHICAG","N",119.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"WILL","197","","","","N",,,"Y JOL1011 28 WAS PULLING JOLIET YARD TRACK 3709 EASTWARDS WHEN THEY DERAILED SIX CARS.  NO HAZARDOUS","MATERIALS LEAKING.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","10","GTW","537717",,,,,"06","10","UP","1006PR028",,,"06","10","27",4.00,50.00,"AM","01",4.00,3.00,0.00,0.00,"CHICAGO","MELROSE PARK","14.0","17",40.00,"4","3","010","E","3933","1",5395.00,"1","Y","19 MAIN","1",,"2","BCOL","860555","050","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,12.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,115792.00,0.00,"M503",,0.00,0.00,0.00,0.00,"M503","2","1","010",178852.00,,"17C031",0.00,"000000",0.00,"1","0","1","0","08","50","08","50","2","4",,"1L",,"CHICAG","N",287.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","N",,,"TRAIN 39331-25 WAS TRAVELING WEST ON 19 MAIN WITH 61 CARS WHEN 5 LOADED CARS DERAILED AT THE EAST EN","D OF THE UP'S YARD WHERE YARD 4, THE CITY LEAD AND 19 MAIN CONVERGE.  THE UNION PACIFIC'S INVESTIGAT","ION INTO THE INCIDENT FOUND THAT THE SWITCH WAS TAMPERED WITH BY AN UNKNOWN INDIVIDUAL.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","11","UP","1106EP002",,,,,"06","11","UP","1106EP002",,"796204K","06","11","09",11.00,18.00,"AM","07",1.00,0.00,0.00,0.00,"EL PASO","VAN HORN","746.4","48",75.00,"2","1","058","R","ILBM","3",5762.00,"1","Y","SINGLE MAIN","5","030.00","1","UP","004904","001","N",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35281.00,0.00,"M304",,0.00,3.00,0.00,3.00,"M304","1","5","058",35281.00,,"48C229",3.00,"000000",0.00,"1","0","1","0","05","58","05","58","1","5",,"1L",,"EL PAS","GJ",213.00,,"2006",0.00,2.00,0.00,0.00,0.00,1.00,"HUDSPETH","229","","","","N",,,"ILBMN-07, WITH LEAD UNIT UP4904, STRUCK THE REAR END OF A TRACTOR TRAILER RIG LOADED WITH RAW TALC A","T THE COUNTY ROAD 178 CROSSING.  THE DRIVER OF THE TRACTOR TRAILER RIGH AND BOTH TRAIN CREW MEMBERS","WERE INJURED.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","06","BNSF","CA0606101","06","06","ITSL","ITSL0601","06","06","BNSF","CA0606101",,,"06","06","03",3.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"CALIFORNIA","STOCKTON",,"06",60.00,"4","1","000",,,,0.00,,,"306","1",,"2",,,"000",,,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191028.00,"M504",,0.00,0.00,0.00,0.00,"M504","2","1","005",191628.00,,"06C077",0.00,"000000",0.00,"0","0","0","0","","","","","1","7",,"1L",,"CALIFO","",256.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"SAN JOAQUIN","077","","","",,,,"REPAIR CONTRACTOR MADE REPAIRS TO THE BRAKE BEAM OF TTRX 360253.  WHEEL 6 OF TTRX 360253 WAS SET ON","TOP OF RAIL AFTER REPAIR WORK WAS DONE ON BRAKE BEAM.  THE CAR WAS LOADED FOR OUTBOUND AND PULLED WI","TH THE TRACK.  WHEEL 6 CAME OFF THE RAIL AND DERAILED.
","","","","","","","","","","","","",,0.00,0.00,,,,,,""
,"06","10","BNSF","GC1006116",,,,,"06","10","BNSF","GC1006116",,,"06","10","26",11.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","GALVESTON",,"48",70.00,"4","3","006","E","YGAT","3",0.00,"7","Y","6191","1",,"2","ETTX","711114","007","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,30.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,36656.00,0.00,"H607",,0.00,0.00,0.00,0.00,"H607","2","1","006",45056.00,,"48C167",0.00,"000000",0.00,"1","0","2","1","07","46","07","46","1","5",,"1L",,"GULF","L",395.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"GALVESTON","167","","","","N",,,"ENGINEER CLAIMED TO HAVE LOOKED INTO HIS MIRROR AT THE TRAILING MOVEMENT, WHILE SIMULTANEOUSLY RUNNI","NG THROUGH THE SWITCH THAT HAD BEEN PREVIOUSLY LEFT OPEN.  AFTER PULLING THROUGH THE RUN-THRU SWITCH","BY APPROXIMATELY 8 CARS, THE MOVEMENT STOPPED AND BEGAN SHOVING BACK.  THIS CAUSED 3 CARS TO SPLIT","THE SWITCH AND DERAIL INTO THE LOCOMOTIVES THAT THE SHUTTLE JOB HAS PLACED IN THE TIE UP TRACK.","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"06","10","BNSF","GC1006116",,,,,"06","10","BNSF","GC1006116",,"","06","10","26",11.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"GULF","GALVESTON",,"48",70.00,"4","3","000","R","YGAT","3",0.00,"8","Y","6191","1",,"2","BNSF","000808","001",,,,"000",,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5500.00,2900.00,"H607",,0.00,0.00,0.00,0.00,"H607","2","1","006",45056.00,,"48C167",0.00,"000000",0.00,"1","0","1","0","04","45","04","45","3","5",,"1L",,"GULF","L",395.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"GALVESTON","167","","","","N",,,"ENGINEER CLAIMED TO HAVE LOOKED INTO HIS MIRROR AT THE TRAILING MOVEMENT, WHILE SIMULTANEOUSLY RUNNI","NG THROUGH THE SWITCH THAT HAD BEEN PREVIOUSLY LEFT OPEN.  AFTER PULLING THROUGH THE RUN-THRU SWITCH","BY APPROXIMATELY 8 CARS, THE MOVEMENT STOPPED AND BEGAN SHOVING BACK.  THIS CAUSED 3 CARS TO SPLIT","THE SWITCH AND DERAIL INTO THE LOCOMOTIVES THAT THE SHUTTLE JOB HAS PLACED IN THE TIE UP TRACK.","","","","","","","","","","","","0",0.00,0.00,,,,,,""
"K","06","10","ATK","102536",,,"","","06","10","ATK","102536",,"","06","10","25",5.00,12.00,"PM","01",0.00,0.00,0.00,0.00,"MAD","WASHINGTON","0135.0","11",49.00,"2","1","005","R","540","1",0.00,"7","Y","1 SHOP","1","000000","2","AMT","074041","003","","AMT","074041","003","",0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,8000.00,0.00,"E49C","E69C",0.00,0.00,0.00,0.00,"E49C","2","1","005",8000.00,,"11C001",0.00,"000000",0.00,"1","0","1","1","01","13","01","13","1","2",,"1L",,"MAD","N",640.00,,"2006",0.00,0.00,0.00,0.00,0.00,0.00,"WASHINGTON, DC","001","","","","N","",,"CREW SC614B WAS SHOVING 4 CARS (7871, 74041, 21214, AND 21616) WITH ENGINE 540 WHEN CAR 74041 DERAIL","ED IN IVY CITY YARD, WASHINGTON, DC. THE A END TRUCK OF CAR 74041 FAILED TO SLEW PROPERLY WHILE TRAV","ERSING THE SELF-GUARDING FROG OF THE 903 SWITCH. THE PRIMARY FACTOR RESTRICTING MOVEMENT OF THE TRUC","K WAS INCREASED FRICTION DUE TO A MISSING BOLSTER LUBRICANT DISK ON THE A END TRUCK. CONTRIBUTORY TO","THE INCIDENT WAS A 45-DEGREE CHAMFER CUT APPROXIMATELY ONE INCH DEEP ON THEOUTER EDGE OF THE RIM FA","CE OF THE L-3 WHEEL, WHICH BOTH REDUCED THE TREAD WIDTH AND INCREASED THE TENDENCY OF THE WHEEL TO R","IDE UP ON THE GUARDING FACE OF THE FROG.","","","","","","","","","0",0.00,0.00,,,,,,""
"K","06","05","ATK","100777",,,"","","06","05","MNCW","2006052003",,"","06","05","20",3.00,45.00,"AM","01",0.00,0.00,0.00,0.00,"NYD","NEW ROCHELLE","0216.0","36",72.00,"4","1","015","R","66","3",0.00,"2","Y","3","1","000000","1","AMT","021705","006","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,97000.00,0.00,"T314","",0.00,3.00,0.00,3.00,"T314","1","2","015",397000.00,,"36C119",3.00,"000000",0.00,"1","0","1","1","01","15","01","15","1","1",,"1L",,"NYD","ABCDG",119.00,,"2006",0.00,0.00,0.00,3.00,0.00,0.00,"WESTCHESTER","119","","","","Y","",,"TRAIN 66 WITH ENGINE 917 AND 6 CARS DERAILED THE LAST 2 CARS IN NEW ROCHELLE, NY, DUE TO WORN AND CH","IPPED SWITCH POINT.","","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
