"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
"K","01","03","ATK","067298",,,,,"01","03","UP","0301RS044",,,"01","03","25",8.00,31.00,"AM","01",0.00,0.00,0.00,0.00,"WSD","OAKLAND","0005.0","06",60.00,"2","1","002","E","231","4",0.00,"8","Y","SHOP SIDE","1","000000","2","ATK","000281","002",,,,"000",,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,0.00,"T108",,0.00,0.00,0.00,0.00,"T108","2","1","002",7400.00,,"06C001",0.00,"000000",0.00,"2","0","1","1","01","10","01","10","1","7",,"1L",,,"N",231.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"ALAMEDA","001",,,,"N",,,"UNITS 231-281(BACK TO BACK)  WERE COMING INTO UP DEISEL SHOP  WHEN THE LEFT WHEEL OF 281 RODE OVER R","ECENTLY REPAIRED SWITCH PLATE AND DERAILED. THE CAUSE WAS DETERMINED TO BE THE TRACK TELEMETRY IN TH","AT IT WAS TOO SHARP OF A CURVE.",,,,,,,,,,,,,,,,,,,,,
"C","01","03","ATK","067334",,,,,"01","03","ATK","067334",,,"01","03","31",4.00,0.00,"AM","11",0.00,0.00,0.00,0.00,"NED","SPRINGFIELD","0061.2","25",31.00,"4","1","000","E","286","1",0.00,"8","N","6","1","000.00","2","ATK","000286","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25000.00,0.00,"E79L",,0.00,0.00,0.00,0.00,"E79L","2","1","000",25000.00,,"25C013",0.00,"000000",0.00,"0","0","0","0",,,,,"1","1",,"1L",,,"N",95.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"HAMPDEN","013",,,,"N",,,"ENGINE 286 CAUGHT FIRE AT THE SPRINGFIELD, MA STATION DUE TO BEARINGS IN MAIN GENERATOR LET GO.",,,,,,,,,,,,,,,,,,,,,,,
"K","01","03","ATK","067292",,,,,"01","03","ATK","067292",,,"01","03","29",3.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"WTR","CHICAGO","0000.5","17",38.00,"2","2","005","R","4","1",0.00,"2","Y","4/28","1","000000","1","AMT","044834","005","Y",,,"000",,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,7500.00,500.00,"E79L",,0.00,0.00,0.00,0.00,"E79L","1","1","005",8000.00,,"17C031",0.00,"000000",0.00,"1","1","0","1","04","47",,,"1","4",,"1L",,,"F",387.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031",,,,"Y",,,"TRAIN NO.#4 WITH ENGS 83/11/90/44 AND 11 CARS DERAILED 2 DEADHEAD CARS, C/44834 AND C/9639, WHILE MA","KING A SHOVING MOVE ONTO TRACK 28.  THE DERAILMENT WAS DUE TO HIGH BUFF FORCES CAUSED JACKKNIFING OF","DEADHEADING AMFLEET CAR 44834 LOCATED DIRECTLY BEHIND ENGINES DUE TO EXCESSIVE AMPERAGE GENERATED B","Y FOUR P42 LOCOMOTIVES SHOVING TRAIN AGAINST AN APPROXIMATELY 15-POUND BRAKE REDUCTION.",,,,,,,,,,,,,,,,,,,,
"C","01","03","ATK","067665",,,,,"01","03","ATK","067665",,,"01","03","29",4.00,57.00,"AM","01",0.00,0.00,0.00,0.00,"MID","PHILADELPHIA","0001.5","42",40.00,"4","2","004","E","624","2",0.00,"2","Y","30 TRACK","1","000000","2","ATK","048223","013","N",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,2.00,0.00,10000.00,0.00,"H303",,0.00,0.00,0.00,0.00,"H303","2","1","004",10000.00,,"42C101",0.00,"000000",0.00,"1","0","1","1","06","57","06","57","1","2",,"1L",,,"L",122.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"PHILADELPHIA","101","00","00",,"N",,,"WHILE SHOVING TRAIN 624 SOUTH ON #30 TRACK AT PENN COACH YARD, CONDUCTOR FAILED TO STOP FOR A DERAIL","AND 2 CARS DERAILED .",,,,,,,,,,,,,,,,,,,,,,
"K","01","03","ATK","066864",,,,,"01","03","UP","0301LA069",,,"01","03","04",7.00,10.00,"PM","09",0.00,0.00,0.00,0.00,"WSD","SANTA BARBARA","0370.4","06",48.00,"4","3","045","R","786","3",0.00,"2","Y","MAIN","3","000000","1","ATK","000462","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15972.00,0.00,"M404",,0.00,0.00,0.00,0.00,"M404","1","3","045",15972.00,,"06C083",0.00,"000000",0.00,"1","0","1","1","08","50","09","05","1","7",,"1L",,,"K",66.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"SANTA BARBARA","083",,,,"Y",,,"TRAIN 786 WAS STRUCK BY A FALLING TREE SOUTH OF SANTA BARBARA, CA.",,,,,,,,,,,,,,,,,,,,,,,
"C","01","03","ATK","066907","01","03","NJTR","200104215","01","03","ATK","066907",,,"01","03","05",5.00,58.00,"AM","13",0.00,0.00,0.00,0.00,"MET","BERGENFIELD","0003.2","34",32.00,"2","3","000",,,,0.00,,,"2 HIGHLINE","5","000.00","1",,,"000",,,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,"E79L",,0.00,0.00,0.00,0.00,"E79L","1","5","060",7000.00,,"34C003",0.00,"000000",0.00,"0","0","0","0",,,,,"1","1",,"1L",,,"DGHIM",152.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"BERGEN","003",,,,,,,"ENGINE 4403 OF NJT TRAIN 3204 HAD 90% OLD BREAK ON SHOE ASSEMBLY TRUCHION BAR WHICH CAUSED SHOE ASSE","MBLY TO BREAK AND BECOME ENTANGLED IN CATENARY WIRE.",,,,,,,,,,,,,,,,,,,,,,
,"01","02","WVRR","WVRR200101","01","02","CNUR","022401C","01","02","CNUR","022401C",,,"01","02","24",3.00,25.00,"PM","06",0.00,0.00,0.00,0.00,"SYSTEM","CONNERSVILLE","67.7","18",60.00,"2","1","000","E","WVRR","1",170.00,"7","N","YARD TRACK #1","1",,"2","WVRR","000025","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,16000.00,0.00,"H018","H303",0.00,0.00,0.00,0.00,"H018","1","2","015",24000.00,,"18C041",0.00,"000000",0.00,,,,,,,,,"2","4",,"3L",,"SYSTEM","L",1183.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"FAYETTE","041",,,,"N",,,"ON FEBRUARY 24, 2001, THE WVRR MECHANICAL DEPARTMENT WAS WORKING ON EQUIPMENT ON YARD TRACK #1 UNDER","BLUE FLAG PROTECTION.  THIS EQUIPMENT CONSISTED OF (NORTH TO SOUTH):  WVRR ENGINE 25, MOFW REEFER V","RTX 37214, CABOOSE NKP 759, HOPPER CAR NKP 64370.  AT 3:25 PM ONE OF THE WORKERS WAS ALERTED BY A PA","SSING AUTOMOBILE'S HORN.  LOOKING NORTH, HE SPOTTED THREE RUNAWAY BOXCARS APPROACHING RAPIDLY.  HE S","HOUTED WARNINGS TO THE OTHER WORKERS.  ALL WORKERS MOVED AWAY FROM THE EQUIPMENT WITH THE EXCEPTION","OF ONE WHO WAS ON THE WALKWAY OF WVRR 25, WHERE HE TOOK TIGHTLY A HOLD OF THE HANDRAIL.  AT AN ESTIM","ATED SPEED OF 25 MPH THREE HI-CUBE BOXCARS COLLIDED WITH THE STANDING EQUIPMENT, PUSHING IT 80 FEET","DOWN THE TRACK.  NO EQUIPMENT DERAILED AND THERE WERE NO INJURIES.  THE BRAKE PIPE HOSE CONNECTION B","ETWEEN THE SOUTHERNMOST AND MIDDLE BOXCARS WAS NOT CONNECTED.  NO HANDBRAKES WERE APPLIED.  WVRR 25","SUSTAINED SEVERE DAMAGE TO THE REAR COUPLER, COUPLER CARRIER, END PLATE, CUT LEVER, PIPING, AND PILO","T PLATE.  CABOOSE NKP 759 SUSTAINED DAMAGE INCLUDING FRAME BUCKLING.  ACCORDING TO THE C&NC RAILROAD",", THE TRAIN BROKE APART DURING SWITCHING AT THE CONNECTING TRACK OF THE TWO RAILROADS.",,,,,,,,,,,,
,"01","03","AGR","01MAR05","01","03","BNSF","MS0301127","01","03","BNSF","MS0301127",,,"01","03","31",6.00,50.00,"PM","12",0.00,0.00,0.00,0.00,"SYSTEM","MAGNOLIA","764.2","01",58.00,"2","3","000","R","MAG","2",0.00,"1","Y","6498","1",,"2","ARWX","006057","013","Y",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"H018","H399",0.00,0.00,0.00,0.00,"H018","2","1","010",15500.00,,"01C091",0.00,"000000",0.00,"1",,"1",,"03","50","03","50","1","3",,"3",,"SYSTEM","N",388.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"MARENGO","091",,,,"N",,,"AGR CREW DELIVERED CARS TO BNSF AT BNSF YARD AT MAGNOLIA, AL AND PROCEEDED TO OTHER END OF YARD TO C","OUPLE TO OUTBOUND TRAIN.  BNSF CREW WAS PERFORMING SWITCHING AT OTHER END OF YARD AND ALLOWED TANK C","AR UTLX 28778 TO ROLL FREE AND RUN INTO SIDE OF STANDING AGR TRAIN WHICH HAD NOT MOVED.  THERE WAS N","O DAMAGE TO AGR EQUIPMENT.  BNSF ASSUMED RESPONSIBILITY FOR REPAIRS TO DAMAGED TANK CAR.",,,,,,,,,,,,,,,,,,,,
,"01","02","VTR","484",,,,,"01","02","VTR","484",,,"01","02","05",2.00,40.00,"AM","01",0.00,0.00,0.00,0.00,"RUTLAND YARD","RUTLAND","54.3","50",29.00,"4","1","003",,"263","1",0.00,"7","Y","MANSFIELD TRACK","1",,"2","NAHX","480569","001","N",,,"000",,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,10000.00,"M599",,0.00,0.00,0.00,0.00,"M599","2","1","003",10000.00,,"50C021",0.00,"000000",0.00,"1",,"1","1","12",,"12",,"1","1",,"3L",,,"L",510.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"RUTLAND","021",,,,"N",,,"TRAIN #263 CAME INTO RUTHLAND YARD AND THEY WERE SETTING OFF CARS ON THE MANSFIELD TRACK TO GO OUT G","MRC.  THE TRAIN STOPPED TO MAKE THE HITCH ON A FEW CARS ALREADY ON THE TRACK, AND THE SLACK CAME TOG","ATHER AND PEPPED THE EMPTY COVERED HOPPED OFF THE TRACK.  THE TRAIN CREW DIDN'T REALIZE THE CAR WAS","OFF AND THEY STARTED PUSHING THE TRAIN FURTHER THE SIDING, THE RAIL ROLLED OVER UNDEATHER THE CAR TH","AT WAS OFF AS THEY CONTIUED TO PUSH DOWN THE SIDING 9 CARS WENT OFF THE TRAIN CREW NOTICED THERE WAS","A PROBLEMS.",,,,,,,,,,,,,,,,,,
,"01","02","WPRR","WPR1101DR",,,,,"01","02","WPRR","WPR1101DR",,,"01","02","16",3.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"TOLEDO DISTRICT","ALBANY","690.1","41",40.00,"4","1","007","R","#79","3",380.00,"1","Y","TRACK 2","X",,"2","WPRR","002315","002","N",,,"000",,4.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5500.00,4400.00,"T399",,0.00,0.00,0.00,0.00,"T399","2","X","007",9900.00,,"41C043",0.00,"000000",0.00,"1",,"1",,"09",,"09",,"1","8",,"3L",,,"IJLM",232.00,,"2001",0.00,0.00,0.00,0.00,0.00,0.00,"LINN","043",,,,"N",,,"CREW WAS SHOVING A CUT OF CARS EASTWARD TOWARD TRACK #10 WITH 5 CARS AND FOUR LOCOMOTIVES SECOND UNI","T FROM HEAD CLIMED SWITCH POINT OF #2 SWITCH ON THE WESTWARD OF ALBANY YARD.  SWITCH POINT ROSE UP A","S ENGINEER WENT OVER THE SWITCH.",,,,,,,,,,,,,,,,,,,,,
