"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"13","04","UP","0413HO007",,,"","","13","04","UP","0413HO007",,"","13","04","05",8.00,59.00,"PM","01",0.00,0.00,0.00,0.00,"","HOUSTON","4.0","48",63.00,"4","1","003","E","YHO2","2",0.00,"8","Y","TK 405 & 406","1","","2","UP","007108","002","","","","000","",2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17157.00,126.00,"H306","H702",0.00,0.00,0.00,0.00,"H306","2","1","003",17283.00,,"48C201",0.00,"000000",0.00,"1","0","1","0","06","29","06","29","1","5",,"1L",,"","",231.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201","00","00","","N","OTH",,"YHO26-05 TRAVELING AS LIGHT POWER MOVED PAST S/E 406 SWITCH FOR HEAD ROOM, IN THE PROCESS RUNNING TH","RU 405 SWITCH WITH LEAD SET OF TRUCKS ON TRAILING UNIT.  THE LITE POWER PRECEDED NORTH INTO 406 DERA","ILING #1 AXLE ON TRAILING UNIT.","","","","","","","","","","","","","0",29.80,-95.29,"2","5","","","","HOUSTON EAST BELT SU"
,"13","09","SCXF","20130906",,,"","","13","09","SCXF","20130906",,"","13","09","06",6.00,55.00,"PM","12",0.00,0.00,0.00,0.00,"","CLEWISTON","948","12",90.00,"3","2","004","R","405","1",0.00,"7","Y","SINGLE MAIN","3","","2","USSC","000405","001","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,"M599","",0.00,0.00,0.00,0.00,"M599","2","3","004",30000.00,,"12C051",0.00,"000000",0.00,"2",,"2",,"10","55","10","55","1","3",,"3L",,"","",513.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"HENDRY","051","00","00","","N","CWR",,"TWO CREWS WORKING TOGETHER SWITCHING OUT POWERS IN THE YARD HAD A PROPER JOB BRIEFING PRIOR TO START","ING THE WORK. CREW ON LOCOMOTIVE 201 CUT OFF AND SECURED ENGINE 310 ON THE MAIN TRACK AND BEGAN TO M","OVE SOUTH TO CLEAR A TEAM TRACK SWITCH. ENGINEER ON ENGINE 405 WITH BEGAN MOVEMENT NORTH INTO THE TE","AM TRACK WHICH WAS NOT PART OF THE PREVIOUS JOB FUNCTION AND DID NOT COMMUNICATE WITH THE CREW ON TH","E 201 THAT HE HAD CHANGED THE JOB PLAN CAUSING THE 405 TO SIDE SWIPE THE 201 WHICH WAS IN THE FOUL O","F THE SIDING.","","","","","","","","","","0",26.74,-80.93,"2","5","","","","CLEWISTON YARD"
,"13","06","KCS","13061102","13","06","XTGS","F0072013","13","06","KCS","13061102",,"","13","06","11",4.00,30.00,"PM","13",0.00,0.00,0.00,0.00,"","BEAUMONT","0765.5","48",90.00,"2","1","000","","","",0.00,"",,"SINGLE MAIN TRACK","3","000008","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98916.00,"H996","",0.00,0.00,0.00,0.00,"H996","1","3","002",98916.00,,"48C245",0.00,"000000",0.00,"0","0","0","0","","","","","1","5",,"1L",,"","",166.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","245","","","","","OTH",,"PORT OF BEAUMONT EQUIPMENT STRUCK THE BOTTOM OF SOUTH END OF THE KCS NECHES RIVER BRIDGE ON THE BEAU","MONT SUBDIVISION. NO KCS CREW OR ON-TRACK EQUIPMENT WERE INVOLVED.","","","","","","","","","","","","","","",30.05,-94.97,"2","3","","","","BEAUMONT"
,"13","04","ALM","FPR356613D",,,"","","13","04","ALM","FPR356613D",,"","13","04","12",6.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"","CROSSETT","47.3","05",65.00,"2","1","008","E","ALM","1",6519.00,"1","Y","ALM MAIN","2","130000","1","GPSX","000662","050","Y","GPSX","000662","050","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,17.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,15000.00,"E46C","T110",0.00,0.00,0.00,0.00,"E46C","1","2","008",15000.00,,"05C003",0.00,"000000",0.00,"1",,"1",,"03","50","03","50","1","5",,"3L",,"","",703.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"ASHLEY","003","00","00","","N","OTH",,"THE ALM NORTH LOCAL WAS NORTHBOUND WITH A TRAIN CONSISTING OF 65 TOTAL CARS, 48 LOADS AND 17 EMPTIES",".  THE TRAIN WAS IN A 10MPH PERMANENT SPEED RESTRICTION WHICH INVOLVES A CURVE.  THE ENGINEER STATED","HE ENTERED THE SPEED RESTRICTION A 6MPH AND AT THE TIME HE NOTICED THE PULL ON THE TRAIN HE WAS AT","8MPH WHICH PROMPTED HIM TO STOP THE TRAIN.  THE FIRST DERAILED CAR WAS GPSX 662, A LOADED CHIP CAR.","THE LEFT WHEEL ON THE 4TH AXLE FELL TO THE INSIDE OF THE CURVE AND TRAVELED APPX. 750 FEET WITH ONL","Y ONE WHEEL DERAILED.  AFTER GETTING ONTO TANGENT TRACK THE 7 CARS FOLLOWING FELL INSIDE THE GUAGE A","ND TRAVELED APPX. 250 FREET BEFORE CAUSING ENOUGH RESISTANCE TO BE NOTICED AND THE TRAIN TO BE STOPP","ED.","","","","","","","","0",33.12,-91.87,"2","2","P","L","N","SYSTEM"
,"13","04","DGNO","TNE367113O","13","04","BNSF","GC0413112","13","04","DGNO","TNE367113O",,"","13","04","21",4.00,30.00,"AM","01",0.00,0.00,0.00,0.00,"","TEXARKANA","0.6","48",50.00,"4","2","000","","","4",0.00,"",,"MAIN LINE","X","","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110000.00,"T110","",0.00,0.00,0.00,0.00,"T110","1","1","006",136461.00,,"48C037",0.00,"000000",0.00,"0","0","0","0","","","","","2","5",,"3S",,"","",764.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"BOWIE","037","","","","","OTH",,"BNSF CREW UNTILIZING BNSF POWER WAS SHOVING A LOADED MILITARY TRAIN CONSISTING OF APPROXIMATELY 55 L","OADED MILITARY CARS WITH 1 EMPTY OV ER THE TNER MAIN LINE ON TANGENT TRACK WHEN CARR 33 FROM THE ENG","INES DERAILED ON WIDE GAUGE DUE TO WIDE GAUGE AND DEFECTIVE TIES.  THE LEADING WHEEL ON THE NORTH SI","DE FELL INSIDE THE GAUGE OF THE RAIL.  AS THE TRAIN MOVED FORWARD APPROXIMATELY 200 FEET, THE NORTH","RAIL BROKE ALLOWING THE CARS TO VEER AWAY FROM THE RAODBED TO THE NORTH AND INITIATED AN ENDESIRED E","MERGENCY OF THE BRAKES.  THE MOVEMENT STOPPED AND THE CONDUCTOR WALKED THE TRAIN AND DISCOVERED THE","DERAILMENT .  CARS 30 THROUGH 34 FROM THE LOCOMOTIVES HAD DERAILED AND CARS 33 AND 323 FROM THE LOCO","MOTIVES WERE ON THEIR SIDE.  TNER/DGNO MANAGEMENT WERE NOTIFIED.","","","","","","","","",33.41,-94.05,"2","3","","","","TEXARKANA"
,"13","05","NS","104740",,,"","","13","05","NS","104740",,"","13","05","21",4.00,10.00,"PM","01",0.00,0.00,0.00,0.00,"","CHICAGO","B510.2","17",75.00,"3","1","005","R","BH12","3",0.00,"7","Y","INBD/2 LEAD","1","0000","2","AGR","077669","015","N","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00,5.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,26500.00,69000.00,"M405","",0.00,0.00,0.00,0.00,"M405","2","1","005",95500.00,,"17C031",0.00,"000000",0.00,"1","0","1","0","08","29","08","29","1","4",,"1L",,"","",261.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","00","00","","N","OTH",,"CALUMET YARD ASSIGNMENT BH12 WHILE PULLING EAST OUT OF TRACK 3 WITH 3 ENGINES (NS 8866, NS 9901, NS","8289) AND 80 CARS (75X5) DERAILED THE A-END (L 3-4, R2-4) OF EMPTY CAR AGR 77669 IN POSITION 15 AND","DERAILED THE B END (L-2, R1-2) ON TTGX 158373 IN POSITION 14.","","","","","","","","","","","","","0",41.69,-87.56,"2","5","K","","","DEARBORN"
,"13","05","NS","104763",,,"","","13","05","NS","104763",,"","13","05","23",6.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"","ALTONA","A001.4","17",72.00,"3","1","003","E","DA22","1",3323.00,"1","Y","SINGLE MAIN TRACK","9","0000","1","COAX","098407","120","N","","","000","",3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,60310.00,0.00,"H702","",0.00,0.00,0.00,0.00,"H702","1","9","003",60310.00,,"17C119",0.00,"000000",0.00,"1","0","1","0","02","30","02","30","1","4",,"1L",,"","",237.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"MADISON","119","00","00","","N","OTH",,"DA22 SHOVING EMPTY COAL TRAIN OUT OF PLANT WITH THE BRAKEMAN PROTECTING SHOVE RAN THROUGH NORTH CROS","SOVER SWITCH AND MADE A REVERSE MOVEMENT DERAILING 10 CARS POSITIONED 120, 122, 128, 129, 130, 131,","132, 133, 134, AND 135 FROM HEAD END.","","","","","","","","","","","","","0",38.88,-90.16,"2","3","L","","","ILLINOIS"
,"13","04","CMTY","D04032013","13","04","AWRR","D690613","13","04","CMTY","D04032013",,"","13","04","03",4.00,7.00,"AM","01",0.00,0.00,0.00,0.00,"","AUSTIN","56.2","48",56.00,"4","3","000","","","3",0.00,"",,"MAIN TRACK","1","31","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65000.00,"T221","",0.00,0.00,0.00,0.00,"T221","1","1","005",143000.00,,"48C453",0.00,"000000",0.00,"0","0","0","0","","","","","2","5",,"3",,"","",171.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"TRAVIS","453","","","","","OTH",,"JOB 111 WAS TRAVELING EAST BOUND THROUGH AUSTIN JUNCTION WITH 72 LOADED CARS.  A 10-12 FOOT SECTION","OF RAIL BROKE UNDER LOAD CAUSING RAILCARS 52-57 IN THE TRAIN TO DERAIL.","","","","","","","","","","","","","","",30.15,-97.42,"1","1","Q","","","EAST"
,"13","03","BNSF","GC0313111",,,"","","13","03","CMC","0313001",,"","13","03","26",4.00,0.00,"AM","01",15.00,0.00,0.00,0.00,"","DAYTON","","48",35.00,"4","1","006","E","MLAL","1",8888.00,"1","Y","636","1","","2","EQUX","001031","003","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,2938.00,0.00,"T308","",0.00,0.00,0.00,0.00,"T308","2","1","006",23938.00,,"48C291",0.00,"000000",0.00,"1","0","1","1","04","30","04","30","1","5",,"1L",,"","",119.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"LIBERTY","291","","","","N","OTH",,"M-LALDYT1-24 DERAILED 3 CARS SHOVING INTO TRACK 636 DUE TO WORN STOCK RAIL AT SWITCH.  NO HAZARDOUS","MATERIALS RELEASED.","","","","","","","","","","","","","","0",30.02,-94.90,"2","5","Z","","","SYSTEM"
,"13","11","BNSF","PR1113113",,,"","","13","11","BNSF","PR1113113",,"","13","11","15",10.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"","GREYBULL","418.9","56",32.00,"4","2","020","R","RPWR","2",5520.00,"1","Y","SINGLE MAIN TRACK","3","11.90","1","GCCX","081005","043","Y","GCCX","081005","043","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,6500.00,149200.00,"E67C","",0.00,0.00,0.00,0.00,"E67C","1","3","020",155700.00,,"56C003",0.00,"000000",0.00,"1","0","1","1","08","18","08","18","1","8",,"1L",,"","",148.00,,"2013",0.00,0.00,0.00,0.00,0.00,0.00,"BIG HORN","003","","","","N","CWR",,"R-PWR8431-15 DERAILED 1 CAR AND CAUSED TRACK STRUCTURE DAMAGE DUE TO DAMAGED FLANGE OR TREAD BUILD U","P ON CAR.  NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","","0",44.64,-108.15,"2","2","","","","CASPER"
