"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"11","04","GRW","17F041122",,,"","","11","04","GRW","17F041122",,"","11","04","22",6.00,15.00,"AM","01",0.00,0.00,0.00,0.00,"GARY","GARY","","18",42.00,"1","3","005","E","321","2",0.00,"7","Y","S YARD","1","","2","GRW","007667","009","N","GRW","007667","009","N",0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,23000.00,5604.00,"T314","E64C",0.00,0.00,0.00,0.00,"T314","2","1","005",28604.00,,"18C089",0.00,"000000",0.00,"1",,,"1","06","15","","","1","4",,"3",,"GARY","L",1186.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"LAKE","089","","","","N","0",,"-MAN REMOTE CONTROL ASSIGNMENT DERAILED GRW 7667 AND GRW 7112 WHILE SHOVING TWELVE EMPTY COVERED COI","L CARS TOWARDS TRACK 57S. THE CREW LINED THE SWITCH FOR THEIR ROUTE AND BEGAN A NORTH SHOVING MOVEME","NT. THE RCO YARD FOREMAN WAS POSITIONED ON THE LEADING END OF THE POINT CAR, AND WAS CONTROLLING MOV","EMENT. THE RCO SWITCHMAN WAS POSITIONED IN LOCOMOTIVE GRW 321 (THE TRAILING ENGINE OF A TWO ENGINE C","ONSIST) ON THE WEST SIDE, IN THE SEAT OPPOSITE THE ENGINEER SEAT. THE MOVEMENT CONTINUED FOR APPROXI","MATELY 998 FEET TOWARD TRACK 57 ‘S’. AS THE MOVEMENT STARTED AROUND A WESTWARD CURVE ONTO TRACK 57S","THE RCO SWITCHMAN IN GRW 321 OBSERVED A GAP BETWEEN TWO RAILCARS AND IMMEDIATELY INSTRUCTED THE RCO","YARD FOREMAN TO BRING MOVEMENT TO A STOP. THE MOVEMENT CONTINUED WITH ONLY THE ONE AXLE OF GRW 7667","DERAILED UNTIL IT REACHED THE 57S SWITCH, WHICH WAS LINED FOR 57S. THE LEADING EIGHT CARS AND THE LE","ADING TRUCK OF GRW 7667 TRAVELED ONTO TRACK 57S.  THE LEADING AXLE OF THE TRAILING TRUCK CONTINUED S","TRAIGHT ON THE 2S LEAD, CAUSING THE TRUCK TO COMPLETELY DERAIL. THE 10TH CAR FROM LEADING END (GRW 7","112) FOLLOWED THE TRACK TOWARDS 57S AND SEPARATED THE LEADING TRUCK FROM THE CAR BODY.","","","","1",0.00,0.00,"","","","","",""
,"11","03","FEC","D08031711",,,"","","11","03","FEC","D08031711",,"","11","03","17",9.00,45.00,"PM","01",11.00,1.00,0.00,0.00,"SYSTEM","JACKSONVILLE","5.5","12",70.00,"4","1","006","E","JOB","2",0.00,"7","Y","C-2 LEAD","1","","2","ATW","008014","039","Y","","","000","",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,40561.00,9307.00,"T312","",0.00,0.00,0.00,0.00,"T312","2","1","006",49868.00,,"12C031",0.00,"000000",0.00,"1","0","1","0","07","45","07","45","1","3",,"2",,"SYSTEM","L",296.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"DUVAL","031","","","","N","",,"THE CROSSOVER SWITCH HAD A BROKEN PIN ALLOWING THE SWITCH SPINDLE TO DROP AND CAUSE A GAP IN THE SWI","TCH.  THIS RESULTED IN THE NORTH SET OF TRUCK ON LW 74417 TO GET BEHIND THE SWITCH POINT RESULTING I","N THE DERAILMENT OF ATW 8014, LW 74417, UTLX 66943 AND TILX 195046.  NO INJURIES WERE SUSTAINED.","","","","","","","","","","","","","0",0.00,0.00,,,,,,""
,"11","10","BNSF","KS1011112",,,"","","11","10","BNSF","KS1011112",,"","11","10","20",4.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"","HUTCHINSON","","20",43.00,"4","1","004","E","YHUT","3",0.00,"7","Y","227","1","","2","TILX","516687","062","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,21000.00,5000.00,"H607","H702",0.00,0.00,0.00,0.00,"H607","2","1","004",26000.00,,"20C155",0.00,"000000",0.00,"1","0","1","1","05","","05","","1","6",,"1L",,"","",135.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"RENO","155","00","00","","N","OTH",,"Y-HUT1901-19 PULLED FORWARD THRU 227 SWITCH WITHOUT LINING FOR THEIR MOVEMENT, THEN SHOVED BACK, SPL","ITTING SWITCH AND DERAILING 3 CARS.","","","","","","","","","","","","","","3",38.04,-97.88,"2","5","Z","","","LAJUNTA"
,"11","03","BRC","12747",,,"","","11","03","BRC","12747",,"","11","03","07",11.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"SYSTEM","BEDFORD PARK","9","17",34.00,"2","1","001","E","BRC5","3",0.00,"7","Y","WEST HUMP","1","","2","BRC","000582","001","","","","000","",0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20910.00,0.00,"H503","",0.00,0.00,0.00,0.00,"H503","2","1","001",20910.00,,"17C031",0.00,"000000",0.00,,"0",,"0","","","","","1","4",,"3S",,"SYSTEM","N",192.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","","","","","",,"DURING HUMP OPERATIONS EMPLOYEE TIED ON TO TRACK 3 WRCS AND GAVE THE TRAIN A STRETCH AND GAVE A PITC","H TO HELPER. THEY BEGAN TO SHOVE AND THEY CAME TO A SUDDEN STOP AND THE LOCOMOTIVE DERAILED.","","","","","","","","","","","","","","1",0.00,0.00,,,,,,""
,"11","03","CMTY","C03242011",,,"","","11","03","CMTY","C03242011",,"744824F","11","03","24",8.00,40.00,"AM","07",0.00,0.00,0.00,0.00,"CENTRAL","CEDAR PARK","79.0","48",70.00,"2","1","039","R","CMTY","3",0.00,"3","Y","SINGLE MAIN","4","5","1","CMTY","000104","001","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80000.00,100.00,"M304","M308",0.00,0.00,0.00,0.00,"M304","1","4","039",80100.00,,"48C491",0.00,"000000",0.00,"1","0","0","0","04","40","","","1","5",,"3",,"CENTRA","E",69.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"WILLIAMSON","491","","","","Y","",,"DRIVER FAILED TO STOP FOR STOP SIGN AT CROSSING AND WAS STRUCK BY DMU","","","","","","","","","","","","","","","0",0.00,0.00,"","","","","",""
,"11","04","GRW","13F041121",,,"","","11","04","GRW","13F041121",,"","11","04","06",6.00,35.00,"AM","01",0.00,0.00,0.00,0.00,"GARY","GARY","","18",50.00,"1","2","007","E","324","2",0.00,"7","Y","14 S LEAD","1","","2","EJE","007014","007","N","","","000","",0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,2.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,6500.00,20561.00,"T314","",0.00,0.00,0.00,0.00,"T314","2","1","007",27061.00,,"18C089",0.00,"000000",0.00,"1",,,"1","07","35","","","1","4",,"3",,"GARY","L",1499.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"LAKE","089","","","","N","0",,"REMOTE TIN MILL CREW CONSISTING OF AN RCO FOREMAN AND HELPER, OPERATING GRW 324-310 DERAILED FOUR (4",") LOADED COIL CARS AT SWITCH CROSSOVER 14S LEAD TO 2S LEAD. THE CREW WAS IN THE PROCESS OF PULLING 2","0 LOADED COIL CARS SOUTHBOUND FROM PROTEC YARD FOR HEADROOM IN ORDER TO SHOVE THE 20 CARS NORTH INTO","TRACK 6S. THE RCO FOREMAN OPERATED SWITCH CROSSOVER 14S LEAD TO 2S LEAD, WITHOUT EXCEPTION, LINING","THE ROUTE FOR 2S LEAD. THE RCO FOREMAN THEN POSITIONED HIMSELF AT THE FACING SWITCH (SWITCH 2S-14S)","IN ORDER TO LINE THIS SWITCH TOWARDS 6S ONCE THE 20 CAR CONSIST CLEARED THIS SWITCH. THE HELPER WAS","CONTROLLING THE MOVEMENT WHILE RIDING ON THE SOUTH END OF GRW 324 TO PROVIDE POINT PROTECTION. THE G","RW 324-310 AND SIX (6) CARS TRAVELED SOUTH OVER SWITCH 14S LEAD TO 2S LEAD WITHOUT INCIDENT. THE SEV","ENTH THROUGH TENTH CARS (EJE 7014, CSXT 495659, NYC 628215 AND CSXT 496202) DERAILED AT SWITCH 14S L","EAD TO 2S LEAD. THE CAUSE WAS DETERMINED TO BE A BROKEN SWITCH POINT. RUST ON THE BROKEN POINT SHOWS","IT HAD A EXISTING HORIZONTAL CRACK STARTING TWO INCHES BACK FROM THE POINT.THE END TWO INCHES BROKE","AS THE LOADED CARS WERE MOVING ACROSS IT. AS RESULT OF THE DERAILMENT, SWITCH CROSSOVER 14S/2S, SWI","TCH CROSSOVER 2S/14S AND SWITCH 18S SUSTAINED DAMAGED RAIL, SWITCH POINTS,A FROG AND SEVERAL SWITCH","TIES. THE RCO FOREMAN OBSERVED THE DERAILMENT FROM HIS POSITION AT SWITCH 2S-14S AND INSTRUCTED THE","HELPER TO STOP THE MOVEMENT. THE DERAILED CARS TRAVELED APPROXIMATELY168FT BEFORE COMING TO A STOP.","1",0.00,0.00,"","","","","",""
,"11","10","UP","1011DV003",,,"","","11","10","UP","1011DV003",,"","11","10","06",2.00,7.00,"AM","09",0.00,0.00,0.00,0.00,"","MEDICINE BOW","617.25","56",49.00,"4","1","043","R","AMIK","3",3862.00,"1","Y","MAINLINE","4","64.2","1","UP","007711","001","","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22735.00,0.00,"M206","",0.00,1.00,0.00,1.00,"M206","1","4","049",22735.00,,"56C007",1.00,"000000",0.00,"1","0","1","0","05","52","05","52","1","8",,"1L",,"","",252.00,,"2011",0.00,1.00,0.00,0.00,0.00,0.00,"CARBON","007","00","00","","N","CWR",,"THE AMIKSR-03 WAS MEETING THE MDVGR-05.  A LOG WAS HANGING OFF THE SECOND CAR ON THE MGRDV-05 WHICH","STRUCK THE CONDUCTOR'S WINDOW ON THE AMIKSR-03 RESULTING IN LACERATIONS TO THE CONDUTOR'S HANDS, HEA","D, AND UPPER TORSO.  NO DERAILMENT OR TRACK DAMAGES.","","","","","","","","","","","","","0",41.86,-106.10,"1","1","A","","","LARAMIE SUB"
,"11","04","UP","0411HO026","11","04","BNSF","GC0411115","11","04","UP","0411HO026",,"","11","04","26",9.00,40.00,"AM","01",0.00,0.00,0.00,0.00,"HOUSTON SU","HOUSTON","233.5","48",75.00,"2","2","000","","","2",0.00,"",,"MAINLINE #1 X-OVER","2","15.5","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,216451.00,"T102","M405",0.00,0.00,0.00,0.00,"T102","1","2","019",320374.00,,"48C201",0.00,"000000",0.00,"0","0","0","0","","","","","2","5",,"1L",,"HOUSTO","E",302.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"HARRIS","201","","","","","",,"BNSF TRAIN MMEHOU1-24 WITH LEAD UNIT BNSF4327 WHILE TRAVELING ON UPRR MAINTAINED TRACK, DERAILED 7 R","AILCARS WHILE MOVING THROUGH THE CROSSOVER FROM MAINLINE #1 TO MAINLINE #2.  CAUSE DETERMINED AS CRO","SS LEVELS OF TRACK IRREGULAR (NOT AT JOINTS).  BNSF ESTIMATED EQUIPMENT DAMAGE = $103,923.  RAIL = C","WR","","","","","","","","","","","","",0.00,0.00,"","","","","",""
,"11","04","UP","0411KC003",,,"","","11","04","BNSF","CH0411107",,"","11","04","10",11.00,50.00,"AM","01",0.00,0.00,0.00,0.00,"KANSAS CITY SU","MARCELINE","348.9","29",86.00,"2","1","015","R","AGBM","4",5656.00,"1","Y","","","","","TTGX","982726","028","Y","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,226.00,0.00,"H503","",0.00,0.00,0.00,0.00,"H519","1","5","015",12626.00,,"29C115",0.00,"000000",0.00,"1","0","1","0","04","","04","","2","6",,"1L",,"KANSAS","E",142.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"LINN","115","","","","N","",,"AGBML-10 WHILE PULLING ON BNSF TRACK DERAILED TWO CARS DUE TO TRAIN HANDLING.  BNSF TRACK DAMAGE = $","12,400.  BNSF MAINTAINS TRACK.  RAIL = CWR","","","","","","","","","","","","","","0",0.00,0.00,"","","","","",""
,"11","04","BNSF","SW0411111",,,"","","11","04","BNSF","SW0411111",,"","11","04","27",9.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"SOUTHWEST","BELEN","","35",64.00,"4","2","010","E","YBEL","4",0.00,"7","Y","7188","1","","2","RGRX","001841","036","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,20.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,9800.00,38000.00,"H607","H702",0.00,0.00,0.00,0.00,"H607","2","1","010",47800.00,,"35C061",0.00,"000000",0.00,"0","0","1","1","","","05","30","1","5",,"1L",,"SOUTHW","N",90.00,,"2011",0.00,0.00,0.00,0.00,0.00,0.00,"VALENCIA","061","00","00","","N","",,"RCO Y-BEL2032-27 RAN THROUGH SWITCH, THEN REVERSED MOVEMENT AND DERAILED 7 CARS AT SWITCH.","","","","","","","","","","","","","","","3",0.00,0.00,"","","","","",""
